gene_ncbi,pubmed_id,mentioned,mentioned_citations,hit
1576.0,29160300,True,False,True
4524.0,29237677,False,False,True
4879.0,29237677,True,False,True
284498.0,29237677,False,False,True
282809.0,29237677,False,False,True
23516.0,29237677,False,False,True
3992.0,29246731,False,False,True
9415.0,29246731,True,False,True
9639.0,29246731,True,False,True
116519.0,29263402,True,True,True
80339.0,29271184,True,True,True
25813.0,29271184,True,False,True
217.0,29408531,True,True,True
56606.0,29408531,False,False,True
2066.0,29453196,True,False,True
1600.0,29472232,False,False,True
221981.0,29472232,True,False,True
9415.0,29514873,False,False,True
92017.0,29514873,False,False,True
94097.0,29514873,False,False,True
3992.0,29514873,True,True,True
81624.0,29514873,False,False,True
219578.0,29514873,False,False,True
83548.0,29514873,False,False,True
23025.0,29566793,False,True,True
755.0,29566793,False,False,True
29110.0,29566793,False,False,True
3798.0,29566793,True,True,True
203228.0,29566793,False,False,True
54901.0,29674289,True,False,True
1071.0,29728394,True,True,True
255738.0,29748315,True,True,True
80028.0,29748315,False,False,True
7477.0,29847655,True,True,True
55270.0,29923122,True,True,True
286046.0,29967481,True,True,True
144423.0,29967481,True,False,True
5979.0,30031151,True,False,True
81559.0,30066433,True,False,True
840.0,30070759,False,False,True
3026.0,30070759,True,True,True
57628.0,30199657,True,False,True
27177.0,30206230,False,False,True
27178.0,30206230,True,True,True
56300.0,30206230,False,False,True
3553.0,30206230,True,True,True
7173.0,30367059,False,False,True
9611.0,30367059,False,False,True
10644.0,30367059,False,False,True
56981.0,30367059,False,False,True
23705.0,30367059,False,False,True
6311.0,30367059,False,False,True
4905.0,30367059,False,False,True
54828.0,30367059,False,False,True
169792.0,30367059,False,False,True
7104.0,30367059,False,False,True
10050.0,30367059,True,False,True
1734.0,30367059,False,False,True
10451.0,30367059,False,False,True
196951.0,30367059,False,False,True
130013.0,30367059,False,False,True
10599.0,30367059,False,False,True
137835.0,30367059,False,False,True
5613.0,30367059,False,False,True
115.0,30367059,False,False,True
440574.0,30367059,False,False,True
79068.0,30566433,True,False,True
10207.0,30582445,True,False,True
57480.0,30659137,True,False,True
2202.0,30659137,False,False,True
91107.0,30659137,False,False,True
23187.0,30714141,False,False,True
23012.0,30714141,True,False,True
51750.0,30714141,False,False,True
7015.0,30714141,False,False,True
8000.0,30753327,True,True,True
8629.0,30753327,False,False,True
10018.0,30894546,False,False,True
170691.0,30894546,False,False,True
151011.0,30894546,False,False,True
80326.0,30894546,False,False,True
64778.0,30894546,False,False,True
64682.0,30894546,True,False,True
83660.0,30894546,False,False,True
6925.0,30894546,False,False,True
129804.0,30894546,False,False,True
1291.0,30894546,False,False,True
688.0,30894546,False,False,True
10096.0,30894546,False,False,True
10461.0,30894546,False,False,True
6480.0,30929638,True,False,True
51752.0,30946743,False,False,True
4210.0,30946743,True,False,True
9101.0,30946743,False,False,True
5630.0,30992453,True,False,True
81037.0,31009812,True,False,True
4137.0,31059154,True,False,True
348.0,31065058,True,False,True
55870.0,31065058,False,False,True
10144.0,31178129,False,False,True
196385.0,31178129,False,False,True
5184.0,31178129,False,False,True
6249.0,31178129,False,False,True
23161.0,31178129,False,False,True
80790.0,31178129,False,False,True
146167.0,31178129,False,False,True
168537.0,31178129,False,False,True
9370.0,31178129,True,False,True
23166.0,31178129,False,False,True
3115.0,31243853,True,False,True
101180976.0,31260374,True,False,True
84898.0,31271701,True,False,True
54715.0,31301374,True,False,True
84083.0,31324766,True,False,True
6934.0,31324766,False,False,True
863.0,31370031,True,False,True
8200.0,31482140,True,False,True
9378.0,31530798,True,False,True
83893.0,31530798,False,False,True
3752.0,31600170,True,False,True
1131.0,31740666,True,False,True
11264.0,31761296,False,False,True
54790.0,31761296,False,False,True
8200.0,31761296,False,False,True
23054.0,31761296,False,False,True
79890.0,31761296,False,False,True
5139.0,31761296,False,False,True
6676.0,31761296,False,False,True
253461.0,31761296,False,False,True
1558.0,31761296,False,False,True
1559.0,31761296,False,False,True
54808.0,31761296,False,False,True
23576.0,31761296,False,False,True
26.0,31761296,False,False,True
1562.0,31761296,False,False,True
79901.0,31761296,False,False,True
51230.0,31761296,False,False,True
8741.0,31761296,False,False,True
51750.0,31761296,False,False,True
9258.0,31761296,False,False,True
4140.0,31761296,False,False,True
5168.0,31761296,False,False,True
55857.0,31761296,False,False,True
3123.0,31761296,False,False,True
9784.0,31761296,False,False,True
4665.0,31761296,False,False,True
55870.0,31761296,False,False,True
10817.0,31761296,False,False,True
23112.0,31761296,False,False,True
8777.0,31761296,False,False,True
54856.0,31761296,False,False,True
221264.0,31761296,False,False,True
594.0,31761296,False,False,True
2646.0,31761296,False,False,True
100529239.0,31761296,False,False,True
127579.0,31761296,False,False,True
64093.0,31761296,False,False,True
55902.0,31761296,False,False,True
5727.0,31761296,False,False,True
140894.0,31761296,False,False,True
157285.0,31761296,False,False,True
57446.0,31761296,False,False,True
4091.0,31761296,False,False,True
79980.0,31761296,False,False,True
109.0,31761296,False,False,True
56941.0,31761296,False,False,True
54897.0,31761296,False,False,True
56952.0,31761296,False,False,True
114818.0,31761296,False,False,True
2693.0,31761296,False,False,True
54407.0,31761296,False,False,True
